station_id,num_bikes_available,num_docks_disabled,num_docks_available,num_ebikes_available,eightd_has_available_keys,station_status,legacy_id,is_installed,is_renting,is_returning,num_bikes_disabled,last_reported
106,0,0,0,0,False,out_of_service,106,0,0,0,0,86400
107,0,0,17,0,False,active,107,1,1,1,2,1670296582
108,2,0,15,0,False,active,108,1,1,1,0,1670302070
109,31,0,3,0,False,active,109,1,1,1,1,1670296538
110,1,0,14,0,False,active,110,1,1,1,0,1670295604
111,5,0,10,0,False,active,111,1,1,1,0,1670298571
112,0,0,0,0,False,out_of_service,112,0,0,0,0,86400
113,0,0,0,0,False,out_of_service,113,0,0,0,0,86400
114,14,0,1,0,False,active,114,1,1,1,0,1670294647
115,2,0,15,0,False,active,115,1,1,1,2,1670296389
116,18,0,5,0,False,active,116,1,1,1,0,1670298016
117,5,0,13,0,False,active,117,1,1,1,1,1670297980
118,12,0,7,0,False,active,118,1,1,1,0,1670301742
119,13,0,2,0,False,active,119,1,1,1,0,1670297713
120,0,0,0,0,False,out_of_service,120,0,0,0,0,86400
121,7,0,9,0,False,active,121,1,1,1,1,1670296988
122,0,0,0,0,False,out_of_service,122,0,0,0,0,86400
124,13,0,2,0,False,active,124,1,1,1,0,1670290311
125,1,0,13,0,False,active,125,1,1,1,1,1670300950
126,3,0,11,0,False,active,126,1,1,1,1,1670233503
128,0,0,0,0,False,out_of_service,128,0,0,0,0,86400
129,0,0,0,0,False,out_of_service,129,0,0,0,0,86400
130,0,0,0,0,False,out_of_service,130,0,0,0,0,86400
131,2,0,15,0,False,active,131,1,1,1,1,1670300756
133,14,0,9,0,False,active,133,1,1,1,0,1670293008
135,7,0,10,0,False,active,135,1,1,1,0,1670285076
136,5,0,13,0,False,active,136,1,1,1,1,1670291288
137,8,0,11,0,False,active,137,1,1,1,0,1670293281
138,11,0,0,0,False,active,138,1,1,1,4,1670297373
139,13,0,4,0,False,active,139,1,1,1,2,1670301649
140,13,0,3,0,False,active,140,1,1,1,1,1670283885
141,1,0,13,0,False,active,141,1,1,1,1,1670297122
142,18,0,4,0,False,active,142,1,1,1,1,1670302738
143,4,0,18,0,False,active,143,1,1,1,1,1670299957
144,9,0,10,0,False,active,144,1,1,1,0,1670293134
145,12,0,7,0,False,active,145,1,1,1,0,1670292591
146,17,0,2,0,False,active,146,1,1,1,0,1670287110
149,16,0,1,0,False,active,149,1,1,1,0,1670300600
150,6,0,12,0,False,active,150,1,1,1,1,1670301034
151,2,0,17,0,False,active,151,1,1,1,0,1670297938
152,25,0,2,0,False,active,152,1,1,1,0,1670301967
157,1,0,12,0,False,active,157,1,1,1,2,1670300630
159,8,0,6,0,False,active,159,1,1,1,1,1670296846
160,5,0,8,0,False,active,160,1,1,1,1,1670301227
161,18,0,2,0,False,active,161,1,1,1,3,1670299122
162,0,0,15,0,False,active,162,1,1,1,0,1670232601
163,14,0,4,0,False,active,163,1,1,1,1,1670297383
167,0,0,0,0,False,out_of_service,167,0,0,0,0,86400
169,10,0,9,0,False,active,169,1,1,1,0,1670298208
170,8,0,6,0,False,active,170,1,1,1,0,1670291001
171,12,0,11,0,False,active,171,1,1,1,0,1670295537
173,10,0,3,0,False,active,173,1,1,1,1,1670280380
174,9,0,2,0,False,active,174,1,1,1,4,1670289184
175,7,0,10,0,False,active,175,1,1,1,0,1670299104
176,14,0,1,0,False,active,176,1,1,1,0,1670291829
177,3,0,16,0,False,active,177,1,1,1,0,1670301236
178,14,0,2,0,False,active,178,1,1,1,3,1670298979
179,46,0,5,0,False,active,179,1,1,1,2,1670302258
180,13,0,6,0,False,active,180,1,1,1,0,1670299318
181,19,0,0,0,False,active,181,1,1,1,0,1670288743
182,10,0,9,0,False,active,182,1,1,1,0,1670274960
183,2,0,17,0,False,active,183,1,1,1,0,1670300587
184,11,0,8,0,False,active,184,1,1,1,0,1670292889
185,14,0,1,0,False,active,185,1,1,1,0,1670302300
186,8,0,6,0,False,active,186,1,1,1,0,1670296436
187,9,0,6,0,False,active,187,1,1,1,0,1670278426
188,9,0,6,0,False,active,188,1,1,1,0,1670301231
189,1,0,21,0,False,active,189,1,1,1,1,1670296449
190,32,0,3,0,False,active,190,1,1,1,1,1670296162
191,13,0,2,0,False,active,191,1,1,1,0,1670280974
192,1,0,18,0,False,active,192,1,1,1,0,1670293366
193,10,0,4,0,False,active,193,1,1,1,1,1670294998
194,10,0,9,0,False,active,194,1,1,1,0,1670295833
195,10,0,11,0,False,active,195,1,1,1,2,1670292781
196,2,0,7,0,False,active,196,1,1,1,1,1670294141
197,6,0,8,0,False,active,197,1,1,1,1,1670293036
199,0,0,0,0,False,out_of_service,199,0,0,0,0,86400
200,10,0,7,0,False,active,200,1,1,1,2,1670302593
201,12,0,3,0,False,active,201,1,1,1,0,1670275449
202,8,0,7,0,False,active,202,1,1,1,0,1670232902
203,5,0,8,0,False,active,203,1,1,1,2,1670249740
204,0,0,0,0,False,out_of_service,204,0,0,0,0,86400
205,6,0,8,0,False,active,205,1,1,1,1,1670300522
206,3,0,32,0,False,active,206,1,1,1,0,1670297611
208,10,0,5,0,False,active,208,1,1,1,0,1670298020
210,11,0,4,0,False,active,210,1,1,1,0,1670287980
211,0,0,0,0,False,out_of_service,211,0,0,0,0,86400
212,7,0,24,0,False,active,212,1,1,1,2,1670298559
213,8,0,8,0,True,active,213,1,1,1,0,1670284368
214,1,0,10,0,False,active,214,1,1,1,0,1670233505
215,5,0,10,0,False,active,215,1,1,1,0,1670281675
216,0,0,0,0,False,out_of_service,216,0,0,0,0,86400
217,6,1,12,0,False,active,217,1,1,1,0,1670300002
218,0,0,14,0,False,active,218,1,1,1,1,1670293295
219,1,0,14,0,False,active,219,1,1,1,0,1670273918
221,9,0,8,0,False,active,221,1,1,1,2,1670298860
222,7,0,7,0,False,active,222,1,1,1,0,1670296119
224,4,0,13,0,False,active,224,1,1,1,0,1670265842
225,8,0,10,0,False,active,225,1,1,1,1,1670300565
226,10,0,3,0,False,active,226,1,1,1,2,1670299564
227,0,0,19,0,False,active,227,1,1,1,0,1670299813
228,4,0,15,0,False,active,228,1,1,1,0,1670297601
232,2,0,9,0,False,active,232,1,1,1,0,1670278511
233,13,0,2,0,False,active,233,1,1,1,0,1670301732
234,14,0,5,0,False,active,234,1,1,1,0,1670302581
235,5,0,10,0,False,active,235,1,1,1,0,1670299416
236,3,0,12,0,False,active,236,1,1,1,0,1670294030
239,13,0,2,0,False,active,239,1,1,1,0,1670297183
255,0,0,0,0,False,out_of_service,255,0,0,0,0,86400
258,7,0,7,0,False,active,258,1,1,1,1,1670276951
259,0,0,0,0,False,out_of_service,259,0,0,0,0,86400
260,0,0,0,0,False,out_of_service,260,0,0,0,0,86400
271,15,0,0,0,False,active,271,1,1,1,0,1670263602
272,10,1,8,0,False,active,272,1,1,1,0,1670282854
273,17,0,21,0,False,active,273,1,1,1,2,1670297834
279,14,0,8,0,False,active,279,1,1,1,1,1670293278
280,9,0,10,0,False,active,280,1,1,1,0,1670296263
282,13,0,5,0,False,active,282,1,1,1,1,1670289488
296,13,0,10,0,False,active,296,1,1,1,0,1670283666
318,0,0,19,0,False,active,318,1,1,1,0,1670299665
319,15,0,12,0,False,active,319,1,1,1,0,1670292745
327,14,0,0,0,False,active,327,1,1,1,1,1670287153
328,2,0,12,0,False,active,328,1,1,1,1,1670297345
330,12,0,3,0,False,active,330,1,1,1,0,1670299417
331,8,0,6,0,False,active,331,1,1,1,1,1670301327
332,15,0,0,0,False,active,332,1,1,1,0,1670297966
333,13,0,12,0,False,active,333,1,1,1,0,1670286525
334,13,0,6,0,False,active,334,1,1,1,0,1670296592
335,8,0,9,0,False,active,335,1,1,1,2,1670302688
336,7,0,8,0,False,active,336,1,1,1,0,1670233807
337,11,0,3,0,False,active,337,1,1,1,1,1670288110
338,13,0,1,0,False,active,338,1,1,1,1,1670295687
339,0,0,0,0,False,out_of_service,339,0,0,0,0,86400
340,1,0,18,0,False,active,340,1,1,1,0,1670267894
341,1,0,14,0,False,active,341,1,1,1,0,1670294173
342,9,0,6,0,False,active,342,1,1,1,0,1670301741
343,0,0,0,0,False,out_of_service,343,0,0,0,0,86400
344,10,0,9,0,False,active,344,1,1,1,0,1670290662
345,0,0,18,0,False,active,345,1,1,1,1,1670284331
346,6,0,9,0,False,active,346,1,1,1,0,1670295677
347,0,0,0,0,False,out_of_service,347,0,0,0,0,86400
348,11,0,4,0,False,active,348,1,1,1,0,1670267759
349,1,0,13,0,True,active,349,1,1,1,3,1670234115
350,1,0,16,0,False,active,350,1,1,1,0,1670249299
351,15,0,0,0,False,active,351,1,1,1,0,1670280136
352,0,0,15,0,False,out_of_service,352,0,0,0,0,1655990752
353,5,0,10,0,False,active,353,1,1,1,0,1670233806
354,0,0,0,0,False,out_of_service,354,0,0,0,0,86400
355,7,0,10,0,False,active,355,1,1,1,0,1670234115
356,17,2,2,0,False,active,356,1,1,1,2,1670300857
357,0,0,0,0,False,out_of_service,357,0,0,0,0,86400
358,7,0,11,0,False,active,358,1,1,1,1,1670295972
359,2,0,12,0,False,active,359,1,1,1,1,1670294792
360,5,0,10,0,False,active,360,1,1,1,0,1670287079
361,15,0,4,0,False,active,361,1,1,1,0,1670301137
362,13,0,6,0,False,active,362,1,1,1,0,1670301651
363,19,0,0,0,False,active,363,1,1,1,0,1670292608
364,8,0,10,0,False,active,364,1,1,1,1,1670301219
365,4,0,15,0,False,active,365,1,1,1,0,1670295893
366,0,0,0,0,False,out_of_service,366,0,1,1,0,86400
367,8,0,11,0,False,active,367,1,1,1,0,1670297302
368,0,0,0,0,False,out_of_service,368,0,0,0,0,86400
369,0,0,0,0,False,out_of_service,369,0,1,1,0,86400
370,18,0,0,0,False,active,370,1,1,1,1,1670297662
371,7,0,11,0,False,active,371,1,1,1,1,1670298782
372,5,0,14,0,False,active,372,1,1,1,0,1670301877
373,2,0,12,0,False,active,373,1,1,1,1,1670274867
374,12,0,7,0,False,active,374,1,1,1,0,1670301193
376,15,0,0,0,False,active,376,1,1,1,0,1670292277
377,18,0,0,0,False,active,377,1,1,1,1,1670298602
378,19,0,0,0,False,active,378,1,1,1,0,1670298343
379,13,1,1,0,False,active,379,1,1,1,0,1670295208
380,2,0,16,0,False,active,380,1,1,1,0,1670301949
381,21,0,4,0,False,active,381,1,1,1,0,1670299777
384,0,0,0,0,False,out_of_service,384,0,0,0,0,86400
385,1,0,14,0,False,active,385,1,1,1,0,1670301165
386,18,0,1,0,False,active,386,1,1,1,0,1670300320
387,14,0,1,0,False,active,387,1,1,1,0,1670280815
389,7,0,7,0,False,active,389,1,1,1,0,1670297551
390,12,0,3,0,False,active,390,1,1,1,0,1670297042
391,8,0,7,0,False,active,391,1,1,1,0,1670297500
392,13,0,2,0,False,active,392,1,1,1,0,1670238542
393,8,0,7,0,False,active,393,1,1,1,0,1670301197
394,2,0,12,0,False,active,394,1,1,1,0,1670276799
395,11,0,4,0,False,active,395,1,1,1,0,1670284826
396,3,0,12,0,False,active,396,1,1,1,0,1670285305
397,6,0,9,0,False,active,397,1,1,1,0,1670272702
398,0,0,19,0,False,active,398,1,1,1,0,1670295078
399,14,0,0,0,False,active,399,1,1,1,1,1670298021
400,16,0,11,0,False,active,400,1,1,1,0,1670295211
401,6,0,9,0,False,active,401,1,1,1,0,1670276479
402,4,0,11,0,False,active,402,1,1,1,0,1670299018
403,9,0,6,0,False,active,403,1,1,1,0,1670295947
404,15,0,1,0,False,active,404,1,1,1,0,1670300078
405,14,0,4,0,False,active,405,1,1,1,1,1670278521
406,0,0,0,0,False,out_of_service,406,0,0,0,0,86400
408,5,0,10,0,False,active,408,1,1,1,0,1670284392
409,0,0,0,0,False,out_of_service,409,0,0,0,0,86400
410,0,0,0,0,False,out_of_service,410,0,0,0,0,86400
412,0,0,0,0,False,out_of_service,412,0,0,0,0,86400
413,18,0,1,0,False,active,413,1,1,1,0,1670298879
414,16,0,6,0,False,active,414,1,1,1,1,1670300775
415,6,0,12,0,False,active,415,1,1,1,1,1670297436
416,1,0,14,0,False,active,416,1,1,1,0,1670297511
417,6,0,11,0,False,active,417,1,1,1,2,1670301883
419,2,0,13,0,False,active,419,1,1,1,0,1670287024
420,0,0,0,0,False,out_of_service,420,0,0,0,0,86400
421,0,0,0,0,False,out_of_service,421,0,0,0,0,86400
422,7,0,8,0,False,active,422,1,1,1,0,1670234116
423,0,0,0,0,False,out_of_service,423,0,0,0,0,86400
424,12,0,7,0,False,active,424,1,1,1,0,1670282753
425,11,0,5,0,False,active,425,1,1,1,0,1670290068
426,0,0,26,0,False,active,426,1,1,1,1,1670284283
427,0,0,0,0,False,out_of_service,427,0,0,0,0,86400
428,0,0,0,0,False,out_of_service,428,0,0,0,0,86400
430,0,0,0,0,False,out_of_service,430,0,0,0,0,86400
431,0,0,0,0,False,out_of_service,431,0,0,0,0,86400
432,17,0,2,0,False,active,432,1,1,1,0,1670298916
433,3,0,16,0,False,active,433,1,1,1,0,1670234122
434,4,0,15,0,False,active,434,1,1,1,0,1670234117
435,0,0,0,0,False,out_of_service,435,0,0,0,0,86400
436,13,0,2,0,False,active,436,1,1,1,0,1670281350
437,17,0,1,0,False,active,437,1,1,1,1,1670302242
440,5,0,2,0,False,active,440,1,1,1,0,1670287797
441,9,0,10,0,False,active,441,1,1,1,0,1670295922
442,12,0,3,0,False,active,442,1,1,1,0,1670285883
443,17,0,2,0,False,active,443,1,1,1,0,1670293820
445,3,0,16,0,False,active,445,1,1,1,0,1670292028
446,0,0,15,0,False,active,446,1,1,1,1,1670301994
447,14,0,5,0,False,active,447,1,1,1,0,1670287013
448,0,0,0,0,False,out_of_service,448,0,0,0,0,86400
452,13,0,2,0,False,active,452,1,1,1,0,1670295518
454,0,0,0,0,False,out_of_service,454,0,0,0,0,86400
455,4,0,8,0,False,active,455,1,1,1,0,1670296921
456,6,0,12,0,False,active,456,1,1,1,1,1670297305
458,7,0,8,0,False,active,458,1,1,1,0,1670286910
459,0,0,0,0,False,out_of_service,459,0,0,0,0,86400
460,0,0,0,0,False,out_of_service,460,0,0,0,0,86400
461,5,0,6,0,False,active,461,1,1,1,0,1670277197
462,9,0,2,0,False,active,462,1,1,1,0,1670286094
463,8,0,10,0,False,active,463,1,1,1,1,1670297492
464,0,0,0,0,False,out_of_service,464,0,0,0,0,86400
465,0,0,0,0,False,out_of_service,465,0,0,0,0,86400
466,9,0,2,0,False,active,466,1,1,1,0,1670267600
467,9,0,2,0,False,active,467,1,1,1,0,1670247583
468,13,0,2,0,False,active,468,1,1,1,0,1670285476
469,5,0,6,0,False,active,469,1,1,1,0,1670285423
470,3,0,8,0,False,active,470,1,1,1,0,1670147957
471,4,0,22,0,False,active,471,1,1,1,1,1670301642
472,0,0,27,0,False,active,472,1,1,1,0,1670298866
473,9,0,5,0,False,active,473,1,1,1,0,1670287751
474,10,0,0,0,False,active,474,1,1,1,1,1670234123
475,3,0,8,0,False,active,475,1,1,1,0,1670288014
476,15,0,14,0,False,active,476,1,1,1,2,1670301974
477,0,0,0,0,False,out_of_service,477,0,0,0,0,86400
478,12,0,5,0,False,active,478,1,1,1,2,1670275650
479,0,0,19,0,False,active,479,1,1,1,0,1670298558
480,8,0,3,0,False,active,480,1,1,1,0,1670284004
481,12,0,7,0,False,active,481,1,1,1,0,1670286217
482,11,0,0,0,False,active,482,1,1,1,0,1670147955
483,16,0,1,0,False,active,483,1,1,1,0,1670289825
484,10,0,1,0,False,active,484,1,1,1,0,1670297596
485,11,0,0,0,False,active,485,1,1,1,0,1670279423
486,7,0,4,0,False,active,486,1,1,1,0,1670234118
487,15,0,3,0,False,active,487,1,1,1,1,1670297681
488,12,0,4,0,False,active,488,1,1,1,0,1670295721
489,8,0,8,0,False,active,489,1,1,1,0,1670299972
490,11,0,5,0,False,active,490,1,1,1,2,1670180532
491,15,0,4,0,False,active,491,1,1,1,0,1670302274
492,4,0,8,0,False,active,492,1,1,1,3,1670299629
493,11,0,6,0,False,active,493,1,1,1,0,1670234115
494,7,0,4,0,False,active,494,1,1,1,0,1670246834
495,11,0,8,0,False,active,495,1,1,1,0,1670295096
496,16,0,3,0,False,active,496,1,1,1,0,1670288883
497,14,0,1,0,False,active,497,1,1,1,0,1670295828
498,0,0,15,0,False,active,498,1,1,1,0,1670232902
499,11,0,8,0,False,active,499,1,1,1,0,1670300930
502,5,0,6,0,False,active,502,1,1,1,0,1670282525
503,7,0,5,0,False,active,503,1,1,1,0,1670147959
504,4,0,7,0,False,active,504,1,1,1,0,1670195787
505,10,0,1,0,False,active,505,1,1,1,0,1670257365
506,3,0,8,0,False,active,506,1,1,1,0,1670147959
507,6,0,5,0,False,active,507,1,1,1,0,1670300399
508,6,0,5,0,False,active,508,1,1,1,0,1670300581
509,9,0,3,0,False,active,509,1,1,1,0,1670299246
510,0,0,0,0,False,out_of_service,510,0,0,0,0,86400
511,0,0,0,0,False,out_of_service,511,0,0,0,0,86400
512,0,0,0,0,False,out_of_service,512,0,0,0,0,86400
513,12,0,0,0,False,active,513,1,1,1,0,1670257544
514,8,0,11,0,False,active,514,1,1,1,0,1670290091
515,15,0,3,0,False,active,515,1,1,1,1,1670298421
516,0,0,0,0,False,out_of_service,516,0,0,0,0,86400
517,0,0,0,0,False,out_of_service,517,0,0,0,0,86400
518,5,1,5,0,False,active,518,1,1,1,0,1670278396
519,5,0,6,0,False,active,519,1,1,1,0,1670277365
520,7,0,6,0,False,active,520,1,1,1,0,1670293420
521,5,0,6,0,False,active,521,1,1,1,0,1670242256
522,14,0,1,0,False,active,522,1,1,1,0,1670294589
523,2,0,14,0,False,active,523,1,1,1,1,1670298317
524,7,0,8,0,False,active,524,1,1,1,0,1670279429
525,5,0,6,0,False,active,525,1,1,1,1,1670280275
526,15,0,0,0,False,active,526,1,1,1,0,1670147960
527,4,0,8,0,False,active,527,1,1,1,1,1670147959
528,7,0,4,0,False,active,528,1,1,1,0,1670204924
529,9,0,7,0,False,active,529,1,1,1,0,1670290686
530,15,0,4,0,False,active,530,1,1,1,0,1670299063
531,8,0,7,0,False,active,531,1,1,1,0,1670295175
532,16,0,3,0,False,active,532,1,1,1,0,1670280028
533,11,0,8,0,False,active,533,1,1,1,0,1670279278
534,0,0,0,0,False,out_of_service,534,0,0,0,0,86400
535,11,0,4,0,False,active,535,1,1,1,0,1670181181
536,2,0,16,0,False,active,536,1,1,1,0,1670302454
538,3,0,16,0,False,active,538,1,1,1,0,1670302686
539,10,0,9,0,False,active,539,1,1,1,0,1670285864
540,1,0,10,0,False,active,540,1,1,1,0,1670273261
541,9,0,2,0,False,active,541,1,1,1,0,1670277201
542,0,0,0,0,False,out_of_service,542,0,0,0,0,86400
543,0,0,18,0,False,out_of_service,543,0,0,0,0,1667850340
544,10,0,3,0,False,active,544,1,1,1,2,1670292027
545,7,0,7,0,False,active,545,1,1,1,1,1670259321
546,5,0,10,0,False,active,546,1,1,1,1,1670231105
547,3,0,15,0,False,active,547,1,1,1,0,1670147963
548,4,0,11,0,False,active,548,1,1,1,3,1670196522
549,17,0,6,0,False,active,549,1,1,1,1,1670301625
550,0,0,16,0,False,active,550,1,1,1,1,1670285643
553,19,0,4,0,False,active,553,1,1,1,0,1670301257
554,6,0,8,0,False,active,554,1,1,1,1,1670302266
555,7,0,8,0,False,active,555,1,1,1,0,1670147959
556,8,0,11,0,False,active,556,1,1,1,0,1670147959
557,2,0,15,0,False,active,557,1,1,1,2,1670292188
558,9,0,9,0,False,active,558,1,1,1,0,1670300467
559,0,0,0,0,False,active,559,1,1,1,0,86400
560,8,0,7,0,False,active,560,1,1,1,0,1670289262
561,4,0,15,0,False,active,561,1,1,1,0,1670298926
562,0,0,9,0,False,active,562,1,1,1,0,1670147963
563,0,0,0,0,False,out_of_service,563,0,0,0,0,86400
564,5,0,14,0,False,active,564,1,1,1,0,1670292973
565,5,0,14,0,False,active,565,1,1,1,0,1670296528
566,0,0,23,0,False,active,566,1,1,1,0,1670285626
567,0,0,0,0,False,out_of_service,567,0,0,0,0,86400
568,2,0,17,0,False,active,568,1,1,1,0,1670288919
569,16,0,7,0,False,active,569,1,1,1,0,1670291752
570,7,0,4,0,False,active,570,1,1,1,0,1670253104
571,8,0,3,0,False,active,571,1,1,1,0,1670257268
572,8,0,3,0,False,active,572,1,1,1,0,1670269917
573,6,0,5,0,False,active,573,1,1,1,0,1670271662
574,4,0,5,0,False,active,574,1,1,1,0,1670147966
575,9,0,2,0,False,active,575,1,1,1,0,1670261497
576,6,0,5,0,False,active,576,1,1,1,0,1670282456
577,10,0,1,0,False,active,577,1,1,1,0,1670269547
578,2,1,8,0,False,active,578,1,1,1,0,1670289220
582,18,0,1,0,False,active,582,1,1,1,0,1670302354
583,0,0,19,0,False,active,583,1,1,1,0,1670285564
584,3,0,8,0,False,active,584,1,1,1,0,1670295970
585,8,0,3,0,False,active,585,1,1,1,0,1670288764
586,5,0,8,0,False,active,586,1,1,1,1,1670284537
587,10,0,1,0,False,active,587,1,1,1,0,1670296176
589,4,0,7,0,False,active,589,1,1,1,0,1670294503
590,16,0,3,0,False,active,590,1,1,1,0,1670299178
591,9,0,9,0,False,active,591,1,1,1,1,1670291665
