station_id
67
68
74
107
53
554
52
9
178
179
60
46
97
32
55
75
361
380
11
80
12
372
76
189
73
105
471
10
70
227
472
91
190
36
446
81
22
47
515
342
177
120
459
104
42
149
553
492
110
41
