num_docks_disabled,num_bikes_available,eightd_has_available_keys,is_returning,last_reported,num_ebikes_available,num_bikes_disabled,station_id,is_renting,station_status,is_installed,legacy_id,num_docks_available
0,5,False,1,1670147335,0,0,353,1,active,1,353,10
0,0,False,0,86400,0,0,354,0,out_of_service,0,354,0
0,7,False,1,1670183197,0,0,355,1,active,1,355,10
1,5,False,1,1670214924,0,3,356,1,active,1,356,14
0,0,False,0,86400,0,0,357,0,out_of_service,0,357,0
0,7,False,1,1670213447,0,0,358,1,active,1,358,12
0,1,False,1,1670210996,0,1,359,1,active,1,359,13
0,12,False,1,1670214574,0,0,360,1,active,1,360,3
0,8,False,1,1670214297,0,0,361,1,active,1,361,11
0,13,False,1,1670188186,0,0,362,1,active,1,362,6
0,15,False,1,1670206005,0,0,363,1,active,1,363,4
0,9,False,1,1670215941,0,1,364,1,active,1,364,9
0,0,False,1,1670198287,0,0,365,1,active,1,365,19
0,0,False,1,86400,0,0,366,1,out_of_service,0,366,0
0,6,False,1,1670207277,0,0,367,1,active,1,367,13
0,0,False,0,86400,0,0,368,0,out_of_service,0,368,0
0,0,False,1,86400,0,0,369,1,out_of_service,0,369,0
0,13,False,1,1670215498,0,2,370,1,active,1,370,4
0,8,False,1,1670211393,0,1,371,1,active,1,371,10
0,14,False,1,1670212790,0,1,372,1,active,1,372,4
0,3,False,1,1670173413,0,1,373,1,active,1,373,11
0,13,False,1,1670213221,0,0,374,1,active,1,374,6
0,2,False,1,1670211063,0,0,376,1,active,1,376,13
0,17,False,1,1670213093,0,1,377,1,active,1,377,1
0,10,False,1,1670214605,0,0,378,1,active,1,378,9
1,2,False,1,1670210425,0,0,379,1,active,1,379,12
0,2,False,1,1670214960,0,0,380,1,active,1,380,16
0,23,False,1,1670211194,0,0,381,1,active,1,381,2
0,0,False,0,86400,0,0,384,0,out_of_service,0,384,0
0,15,False,1,1670200714,0,0,385,1,active,1,385,0
0,14,False,1,1670215601,0,1,386,1,active,1,386,4
0,13,False,1,1670178304,0,0,387,1,active,1,387,2
0,4,False,1,1670193112,0,0,389,1,active,1,389,10
0,9,False,1,1670193731,0,0,390,1,active,1,390,6
0,8,False,1,1670208216,0,0,391,1,active,1,391,7
0,12,False,1,1670209741,0,0,392,1,active,1,392,3
0,9,False,1,1670147640,0,0,393,1,active,1,393,6
0,4,False,1,1670186606,0,0,394,1,active,1,394,10
0,8,False,1,1670186245,0,0,395,1,active,1,395,7
0,6,False,1,1670197659,0,0,396,1,active,1,396,9
0,6,False,1,1670209079,0,0,397,1,active,1,397,9
0,0,False,1,1670215123,0,0,398,1,active,1,398,19
0,10,False,1,1670212215,0,0,399,1,active,1,399,5
0,22,False,1,1670206625,0,0,400,1,active,1,400,5
0,6,False,1,1670164896,0,0,401,1,active,1,401,9
0,6,False,1,1670210004,0,1,402,1,active,1,402,8
0,12,False,1,1670209249,0,0,403,1,active,1,403,3
0,14,False,1,1670213226,0,0,404,1,active,1,404,2
0,14,False,1,1670190143,0,0,405,1,active,1,405,5
0,0,False,0,86400,0,0,406,0,out_of_service,0,406,0
0,8,False,1,1670190658,0,0,408,1,active,1,408,7
0,0,False,0,86400,0,0,409,0,out_of_service,0,409,0
0,0,False,0,86400,0,0,410,0,out_of_service,0,410,0
0,0,False,0,86400,0,0,412,0,out_of_service,0,412,0
0,9,False,1,1670215075,0,0,413,1,active,1,413,10
0,13,False,1,1670211809,0,1,414,1,active,1,414,9
0,14,False,1,1670211563,0,1,415,1,active,1,415,4
0,5,False,1,1670211597,0,0,416,1,active,1,416,10
0,9,False,1,1670208313,0,2,417,1,active,1,417,8
0,3,False,1,1670210967,0,0,419,1,active,1,419,12
0,0,False,0,86400,0,0,420,0,out_of_service,0,420,0
0,0,False,0,86400,0,0,421,0,out_of_service,0,421,0
0,7,False,1,1670191880,0,0,422,1,active,1,422,8
0,0,False,0,86400,0,0,423,0,out_of_service,0,423,0
0,11,False,1,1670206857,0,0,424,1,active,1,424,8
0,11,False,1,1670202385,0,0,425,1,active,1,425,5
0,4,False,1,1670202899,0,1,426,1,active,1,426,22
0,0,False,0,86400,0,0,427,0,out_of_service,0,427,0
0,0,False,0,86400,0,0,428,0,out_of_service,0,428,0
0,0,False,0,86400,0,0,430,0,out_of_service,0,430,0
0,0,False,0,86400,0,0,431,0,out_of_service,0,431,0
0,16,False,1,1670175413,0,0,432,1,active,1,432,3
0,3,False,1,1670147644,0,0,433,1,active,1,433,16
0,4,False,1,1670175189,0,0,434,1,active,1,434,15
0,0,False,0,86400,0,0,435,0,out_of_service,0,435,0
0,12,False,1,1670205103,0,0,436,1,active,1,436,3
0,18,False,1,1670214655,0,0,437,1,active,1,437,1
0,2,False,1,1670210087,0,0,440,1,active,1,440,5
0,11,False,1,1670199391,0,0,441,1,active,1,441,8
0,13,False,1,1670207956,0,0,442,1,active,1,442,2
0,17,False,1,1670176191,0,0,443,1,active,1,443,2
0,4,False,1,1670213884,0,0,445,1,active,1,445,15
0,9,False,1,1670214335,0,0,446,1,active,1,446,7
0,8,False,1,1670209402,0,0,447,1,active,1,447,11
0,0,False,0,86400,0,0,448,0,out_of_service,0,448,0
0,9,False,1,1670203184,0,0,452,1,active,1,452,6
0,0,False,0,86400,0,0,454,0,out_of_service,0,454,0
0,3,False,1,1670212161,0,0,455,1,active,1,455,9
