station_id
61
90
352
366
369
420
534
548
556
493
542
543
555
255
503
546
347
431
586
545
422
490
393
484
574
433
535
353
511
434
340
504
540
575
343
348
448
216
470
527
430
559
538
349
506
432
336
513
427
466
474
232
350
526
528
547
486
373
473
341
259
410
512
572
573
396
485
505
482
467
585
508
435
468
210
421
494
203
368
465
162
355
170
258
442
394
423
339
202
389
524
576
584
570
199
392
525
272
477
219
