station_id
67
68
74
107
53
554
52
9
178
179
60
46
97
32
55
75
361
380
11
80
12
372
76
189
73
105
471
10
70
227
472
91
190
36
446
81
22
47
515
342
177
120
459
104
42
149
553
492
110
41
100
381
89
21
108
33
27
5
58
386
143
72
16
413
115
39
157
23
96
437
78
40
116
185
370
87
84
17
20
549
582
335
356
374
567
54
139
13
98
57
363
544
566
35
318
225
29
19
161
206
226
14
221
95
69
4
218
404
384
416
330
71
417
328
233
479
558
30
6
8
403
364
59
79
398
49
409
184
15
359
332
331
195
426
345
400
415
26
186
412
86
377
452
160
64
3
118
176
121
180
66
119
25
44
24
152
365
192
379
531
378
117
376
43
50
456
183
131
454
273
151
239
282
85
51
94
491
338
385
333
122
125
495
175
334
557
399
141
144
56
111
7
487
31
200
561
583
536
228
327
